id,user_id,group_id,type,amount,category,description,recorded_by,date,created_at,ward_id
af82c766-a175-4832-9805-a26b16b765ec,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN DANH THÀNH [QUY_4acfa6f4-5b8c-481c-af1b-03a5494fd2de],Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
130bbcaf-fb62-4976-a9d5-63997340ee9e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN DANH THÀNH [QUY_e92df616-3d2f-4364-b7bc-4188c111cf40]",Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
e2fc904d-ea5b-4db7-8db2-c4908f3e6f99,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN DANH THÀNH [QUY_3858dbb8-1f5e-4049-a30d-d64a922edc04],Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
ae662089-1cde-4481-a3b1-778830feca05,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN DANH THÀNH [QUY_1c9e5852-02a5-44db-a0ed-26bdf2a5d7da],Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
b3f62722-ae4d-4fbb-b618-826830499400,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN DANH THÀNH [QUY_298581da-7a2a-49a9-b219-cb38e2b951ae],Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
d429cf57-0760-4b62-bd62-407c088de428,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN DANH THÀNH [QUY_babb125f-4296-4b57-ad0f-25376e8679a7],Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
7acb07c0-742e-433b-be52-5c09c6edb578,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN DANH THÀNH [QUY_bd5f4811-6627-46e6-8363-c52914b29d87]",Hệ thống tự động,2026-07-23,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
b21e8cdc-9412-4988-9750-756d3f2cd283,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN DƯƠNG HẢI [QUY_078d6c4b-78ac-4e6a-adfd-e8d099c14379],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
9f48d2db-dd28-4b0d-ba50-b36046fce50f,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN DƯƠNG HẢI [QUY_a727cbfb-6573-46a6-bfd4-064fbbbfce7c]",Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
fecef062-eb19-4e30-be5f-4a8fdfc19cd9,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN DƯƠNG HẢI [QUY_58c12bef-46d7-4e4e-b58c-1fa0cbb98d6e],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
0b7afd49-57ab-4ba8-8ded-2a14e089edc1,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN DƯƠNG HẢI [QUY_bbbf1d53-ca46-4de1-9480-755162fc80d4],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
6b50951a-ce21-41b5-bdfa-4476ca4500ef,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_07c35da1-cb22-4161-8e40-9528af8eec23]",Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.433+00,00000000-0000-0000-0000-000000000000
61c12a07-e2b8-47c0-a91c-67bfb68d565e,9748b169-0a60-486e-babb-a3afdf90e065,NAM_SAM_SON_01,expense,350000,mua sắm ri đô," mua ri đô",Ban Quản lý,2026-07-12,2026-07-12 10:28:26.976+00,00000000-0000-0000-0000-000000000000
8123968a-fff2-4515-b8c6-42accc55c9a4,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_aa34e025-214a-4bd3-9d33-1cbfb3cde5e1]",Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.441+00,00000000-0000-0000-0000-000000000000
cad14683-2401-4683-b380-c954037b4ef8,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_35713fe1-67c7-4cd0-87c5-fda2c6c51564],Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.434+00,00000000-0000-0000-0000-000000000000
a0ec2331-c474-4c89-9a6c-614b5b19282e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_2395d3b5-602b-464e-9c14-dd2031b2f831],Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.436+00,00000000-0000-0000-0000-000000000000
7e0c1bca-f6c0-4e31-a0cf-363948a68027,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_ef7cbd3d-2b74-4e08-b9f5-ae2d768c85a0],Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.437+00,00000000-0000-0000-0000-000000000000
b89bbfb4-c50d-457a-885e-a70e957c203e,9748b169-0a60-486e-babb-a3afdf90e065,NAM_SAM_SON_01,income,100000,Quỹ Vì người nghèo,Thu Quỹ Vì người nghèo - Hộ Nguyễn Huy Giao [QUY_be30e4cf-ffc0-43d4-a974-d69e89c7ac77],Hệ thống tự động,2026-07-22,2026-07-22 05:03:49.506+00,00000000-0000-0000-0000-000000000000
b437cf1b-3ece-47c6-a75e-b88d0c24708a,9748b169-0a60-486e-babb-a3afdf90e065,NAM_SAM_SON_01,income,70000,Quỹ Đền ơn đáp nghĩa,Thu Quỹ Đền ơn đáp nghĩa - Hộ Nguyễn Huy Giao [QUY_14b6f31f-2466-465e-9b80-5d8722ba00a3],Hệ thống tự động,2026-07-22,2026-07-22 05:03:49.735+00,00000000-0000-0000-0000-000000000000
0941f80a-a8e4-4ed7-b482-22fc55d4ad95,9748b169-0a60-486e-babb-a3afdf90e065,NAM_SAM_SON_01,income,50000,Quỹ Khuyến học,Thu Quỹ Khuyến học - Hộ Nguyễn Huy Giao [QUY_932386ba-df28-48fd-9447-5ee9c47146ae],Hệ thống tự động,2026-07-22,2026-07-22 05:03:50.057+00,00000000-0000-0000-0000-000000000000
86f1aba8-a054-4f68-bb3b-fe835bfa8d8c,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN DƯƠNG HẢI [QUY_29158385-d539-4510-a28a-59afbb595ce2],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
2c3f9360-396f-4ec8-8c30-cf8a324ff1b4,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN DƯƠNG HẢI [QUY_fd009364-a8b4-4267-bc1b-92f8ebc2126a],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
be74e36a-313b-46a3-94af-762690b9e3f9,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN DƯƠNG HẢI [QUY_8797bd1b-1aa1-4ee1-ae80-85a7ebb1335a],Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
86349f99-3261-4605-9565-4c4de1304724,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN DƯƠNG HẢI [QUY_1d83a34c-0062-484a-8d5f-7f70b944dcce]",Hệ thống tự động,2026-08-07,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
55d57b26-95b4-4495-bf6d-4f68ade10fea,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THẾ BÌNH [QUY_087c996b-0dff-4660-abbe-b788e097226e],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
592f19c9-c85b-4c80-bd66-72903c8868e5,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THẾ BÌNH [QUY_36d0445e-8d24-450c-bbf4-556991f31e33]",Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
bb7da5f3-7b3b-472e-9940-3fc521add65b,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THẾ BÌNH [QUY_49d5588b-8b7c-4a7c-b687-13e002176e3f],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
1f4b741f-0e86-443f-84f0-3185c4a5b90a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THẾ BÌNH [QUY_be188672-ab03-4646-96d3-ea6a81599cf3],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
7cfeff58-3288-4166-a240-09c331edb1c6,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THẾ BÌNH [QUY_2240143d-fc3f-4301-8ab4-433da91a365b],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
49281397-5229-45a1-bd28-1d0b24a768dc,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THẾ BÌNH [QUY_3e56bd53-bd3b-473b-b3fc-2bf91dfe98bc],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
c0fa60f4-4548-43ae-89d9-8138e8b5fce9,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THẾ BÌNH [QUY_f57f1d03-0fc2-4c56-afce-6363333e7ae1],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
ccb34076-cf3b-43ed-9240-835427387ea0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THẾ BÌNH [QUY_80609e60-8462-468e-91c1-4747926dcce7]",Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
867ebb82-a650-415d-aaf6-aab0fc620bd2,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ MAI VĂN LONG [QUY_9a6c609a-ce93-4209-bfd3-a950892b06f6],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
dbbffb6f-e6e5-4004-b32b-d4fad1568773,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ MAI VĂN LONG [QUY_67563ead-8053-48f1-bb14-964c6c2f6516]",Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
a01f91d0-edd9-4c3a-a27a-110982fd8872,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ MAI VĂN LONG [QUY_7a6a9160-d0bc-49b2-87ca-326ae09db654],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
d657c647-86d4-40d7-945e-978cbefdc98b,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ MAI VĂN LONG [QUY_3fbcf74f-ebac-4300-a21b-15ce9a0228de],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
b4a42e9e-3e44-4181-9d2c-fb238dee4f1a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ MAI VĂN LONG [QUY_78563d08-f0d9-4308-83c9-2f3abfac205c],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
96ebadac-ada3-47fa-aa23-0f4d863e4715,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ MAI VĂN LONG [QUY_83741111-9f5d-4033-b3b9-cc3ce7a00c94],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
f60ddaa0-4031-47f0-93bb-3b8ca29453ee,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ MAI VĂN LONG [QUY_8845f8fb-390f-4dc0-88e3-91ed905daee5],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
f7a9fe12-b943-4d11-9deb-e2b847b5c80d,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ MAI VĂN LONG [QUY_f43380ea-2aba-4e24-b7f7-200112553268]",Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.078+00,00000000-0000-0000-0000-000000000000
cdfce082-0b76-419a-ba23-aff3372e1a82,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ VUI [QUY_c594a2a4-0a90-4676-9fde-7372f81e5049],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.079+00,00000000-0000-0000-0000-000000000000
5ddc0609-bfe1-4ea2-8862-0f89339c6ea1,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ VUI [QUY_13702c75-c676-4f42-87fc-ac734668cd07]",Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.079+00,00000000-0000-0000-0000-000000000000
77e1b677-2cee-4e4f-a56b-6d7112eb1645,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ VUI [QUY_dda775fe-9b74-416e-85ef-eceb1e10c6b0],Hệ thống tự động,2026-08-08,2026-09-01 10:49:47.079+00,00000000-0000-0000-0000-000000000000
e9e318a6-1956-458d-aeca-2273607b330e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_89fcda80-72f3-42d6-affb-b1e90aeb7672],Hệ thống tự động,2026-09-03,2026-09-03 01:18:16.431+00,00000000-0000-0000-0000-000000000000
76561a5e-8280-4fa0-ae68-678b6ef57943,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ THỌ [QUY_9e2f39d2-edce-4697-838d-991a6c943e13],Hệ thống tự động,2026-07-24,2026-09-01 10:49:55.602+00,00000000-0000-0000-0000-000000000000
8e57ad4f-c630-44c3-9f8f-f533e5202ebc,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ THỌ [QUY_6667ae98-32d6-4eac-8788-72088320c502],Hệ thống tự động,2026-07-24,2026-09-01 10:49:55.602+00,00000000-0000-0000-0000-000000000000
a8f8d597-cde7-4ba8-babd-cb6d04a16009,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ THỌ [QUY_fbd7a9d4-9d51-409e-a574-29a1ac777416],Hệ thống tự động,2026-07-24,2026-09-01 10:49:55.602+00,00000000-0000-0000-0000-000000000000
98b468ce-025e-4449-beb3-01107fad554f,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ THỌ [QUY_4276a9fe-f7f3-49b4-8ad9-ad48a4df6053],Hệ thống tự động,2026-07-24,2026-09-01 10:49:55.602+00,00000000-0000-0000-0000-000000000000
f885c837-53a2-43ac-9699-5887a007e67c,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ THỌ [QUY_b65eafbd-9e1d-4670-a282-6bdf75cfcc12],Hệ thống tự động,2026-07-24,2026-09-01 10:49:55.602+00,00000000-0000-0000-0000-000000000000
